Year,Title,Director,Cast,Genre
1960,Bombay Central,R. K. Balam,"Samar Roy, Krishna Kumari",Action
1960,Captain India,C. Kent,"Kamran, Mehmood, Krishna Kumari",Action
1960,Chand Mere Aja,Ram Daryani,"Nanda, Bharat Bhushan, Lalita Pawar, Maruti",Drama Social
1960,Chandramukhi,K. Thakur,"Manhar Desai, Kavita, B.M Vyas, Maruti",Romance Costume Drama
1960,Chaudhvin Ka Chand,M. Sadiq,"Guru Dutt, Rehman, Waheeda Rehman, Johnny Walker",Romance Social Drama
1960,Chhabili,Shobhna Samarth,"Nutan, Tanuja, Kaysi Mehra, Helen, K. N. Singh",Social Drama
1960,Chhalia,Manmohan Desai,"Raj Kapoor, Nutan, Pran, Rehman, Shobhna Samarth",Social Romance
1960,College Girl,T. Prakash Rao,"Shammi Kapoor, Vyjayanthimala, Om Prakash, Tabassum, Nana Palsikar, Achala Sachdev",Romance Drama
1960,Delhi Junction,Mohammed Hussain,"Ajit, Shakila, Nishi, Pran, Cuckoo",Action Adventure
1960,Dil Apna Aur Preet Parai,Kishore Sahu,"Raaj Kumar, Meena Kumari, Nadira, Tun Tun, Helen, Om Prakash",romance Drama
1960,Dil Bhi Tera Hum Bhi Tere,Arjun Hingorani,"Dharmendra, Arjun Hingorani, Balraj Sahni, Kumkum",Drama Social
1960,Do Aadmi,Dwarka Khosla,"Jairaj, Shashikala, Jeevankala",Social Drama
1960,Do Dost,K. Anand,"Kamran, Chitra, Mehmood, Helen",Social Action
1960,Dr. Shaitan,Shriram Bohra,"Premnath, Shakila, Sheikh Mukhtar, Tiwari",Thriller Action
1960,Duniya Jhukti Hai,JBH Wadia,"Sunil Dutt, Shyama, Kumkum, Daisy Irani, Agha",Family Social
1960,Eid Mubarak,Khwaja Ahmad Abbas,,Children Festival
1960,Ek Ke Baad Ek,Raj Rishi,"Dev Anand, Tarla Mehta, Sharda, Prabhu Dayal",Family Drama
1960,Ek Phool Char Kaante,Bhappi Sonie,"Sunil Dutt, Waheeda Rehman, Johnny Walker, Gopi,Tun Tun.",Family Comedy Romance
1960,Gambler,Dwarka Khosla,"Prem Nath, Shakila, Pran, K. N. Singh",Action Thriller
1960,Ghar Ki Laaj,Om Prakash,"Sohrab Modi, Nirupa Roy, Kumkum, Madan Puri",Family Drama
1960,Ghunghat,Ramanand Sagar,"Bharat Bhushan, Leela Chitnis, Pradeep Kumar, Bina Rai, Asha Parekh, Helen, Rajendra Nath, Rehman, Agha",Family Drama Social
1960,Girl Friend,Satyen Bose,"Waheeda Rehman, Kishore Kumar, Daisy Irani, Nazir Hussain, Bipin Gupta",Romance Family Social
1960,Hanuman Pathal Vijayam,,,
1960,Honeymoon,Lekhraj Bhakri,"Manoj Kumar, Sayeeda Khan, Vijaya Choudhury",Family Drama
1960,Hum Hindustani,Ram Mukherjee,"Sunil Dutt, Joy Mukherjee, Asha Parekh, Prem Chopra, Helen, Leela Chitnis, Sanjeev Kumar",Family Social Drama
1960,Jaali Note,Shakti Samanta,"Dev Anand, Madhubala, Om Prakash, Madan Puri, Helen",Crime Social Romance
1960,Jis Desh Men Ganga Behti Hai,Radhu Karmakar,"Raj Kapoor, Padmini, Pran, Lalita Pawar",Social
1960,Jo Huwa So Bhool Ja,Y. Pethkar,"Nanda, Shashikala, Raja Gosavi, Vivek, Nalini Chonkar",Social
1960,Kala Aadmi,Ved Madan,"Ashok Kumar, Shyama, Johnny Walker, Mehmood, Minu Mumtaz",Thriller Drama
1960,Kala Bazar,Vijay Anand,"Dev Anand, Waheeda Rehman, Nanda, Vijay Anand, Chetan Anand, Madan Puri, Leela Chitnis, Helen",Romance Drama
1960,Kalpana,Rakhan,"Ashok Kumar, Padmini, Ragini, Iftekhar, Achala Sachdev",Drama Romance
1960,Kanoon,B. R. Chopra,"Rajendra Kumar, Nanda, Ashok Kumar, Mehmood, Shashikala, Jeevan, Om Prakash",Crime Drama
1960,Kohinoor,S. U. Sunny,"Dilip Kumar, Meena Kumari, Jeevan, Mukri, Tun Tun, Leela Chitnis",Costume Drama
1960,Lady Of The Lake,A. M. Khan,"Nilima, Azad, Krishna Kumari",Costume Thriller Action
1960,Lal Quila,Nanabhai Bhatt,"Jairaj, Nirupa Roy, Kumar, Helen, Kamal Kapoor",Historical Musical Romance
1960,Love in Simla,R. K. Nayyar,"Joy Mukherjee, Sadhana, Shobhna Samarth, Durga Khote",Romance
1960,Maa Baap,V. M .Vyas,"Rajendra Kumar, Kamini Kaushal, Pran",Family Social Drama
1960,Manzil,Mandi Burman,"Dev Anand, Nutan, Krishan Dhawan, Achala Sachdev,K. N. Singh",Romance Musical
1960,Masoom,Satyen Bose,"Ashok Kumar, Sarosh Irani, Honey Irani,Mohan Choti.",Family Children
1960,Maya Machhendra,Babubhai Mistri,"Nirupa Roy, Manhar Desai, Raj Kumar",Mythology Costume
1960,Mehlon Ke Khwab,Muhafiz Haider,"Madhubala, Chanchal, Kishore Kumar, Pradeep Kumar, Om Prakash, Pran, K.N. Singh",Comedy Suspense Romance
1960,Mera Ghar Mere Bachche,Sohrab Modi,"Subiraj, Sohrab Modi, Soodesh Kumar, Naaz, Daisy Irani, Nana Palsikar, Ruby Myers",Family Drama
1960,Miss Goodnight,Jugal Kishore,"Nishi, P. Jairaj, Veena, Tiwari",Action Romance
1960,Mitti Mein Sona,Jugal Kishore,"Mala Sinha, Pradeep Kumar, Agha, Sabita Chatterjee",Social Romance
1960,Miyan Biwi Razi,Jyoti Swaroop,"Mehmood, Kamini Kadam, Shreekant Gaurab, Seema, Sabita Chatterjee, David, Manorama",Family Social
1960,Mohabbat Ki Jeet,B. S. Ranga,"Ranjan, Raja Ruby Myers, Sowcar Janaki, Cuckoo",Romance Action Costume
1960,Mud Mud Ke Na Dekh,Ramayan Tiwari,"Bharat Bhushan, Anita Guha, Mehmood, Jeevan, Prem Chopra, Helen",Romance Social
1960,Mughal-e-Azam,K. Asif,"Prithviraj Kapoor, Dilip Kumar, Madhubala, Durga Khote, Ajit, Jalal Agha",Historical Costume Romance
1960,Nache Nagin Baje Been,Tara Harish,"Chandrashekhar, Kumkum, K. N. Singh, Sunder, Helen, Agha",Costume Drama
1960,Nai Maa,P. L. Santoshi,"Balraj Sahni, Shyama, Daisy Irani, Maruti, Sheela Kashmiri",Family Drama
1960,Nakhrewali,N. Buli,"Daljeet, Radhika, Bhagwan",Romance Social
1960,Parakh,Bimal Roy,"Sadhana, Motilal, Durga Khote, Leela Chitnis, Nishi",Social Satire Drama
1960,Patang,"Suraj Prakash, Hargovind Duggal","Mala Sinha, Rajendra Kumar, Achala Sachdev, Leela Mishra",Family Drama Crime
1960,Pedro,Akkoo,"Azad, Chitra, V M Vyas, Tiwari, Pedro",Action
1960,Phool Aur Kaliyan,Ram Gabale,"Hemant, Nitin, Dattaram, Ramesh",Children Social
1960,Police Detective,Nanubhai Bhatt,"Shyama, Soodesh Kumar, Jayshree Gadkar, Anwar, Shammi, David",Social Action
1960,Qatil,Mohammed Hussain,"Prem Nath, Chitra, Shyam Kumar, Kamal Mehra",Action
1960,Rangeela Raja,Ismail,"Mahipal, Shashikala, Kumkum, Bhagwan",
1960,Return of Mr. Superman,Manmohan Sabir,"Jairaj, Sheila Ramani, Shammi, Majnu, Helen, David",Action
1960,Road No. 303,Dharam Kumar,"Mehmood, Shubha Khote, Bhagwan, K. N. Singh",Action
1960,Saranga,Dhirubhai Desai,"Soodesh Kumar, Jayshree Gadkar, Nilofar, Jankidas. B. M. Vyas",Drama
1960,Sarhad,Shanker Mukerji,"Dev Anand, Suchitra Sen, Ragini, Anwar Hussein, Lalita Pawar, Dhumal",Social Romance Drama
1960,Shan-e-Hind,Mohan Sinha,"Nigar Sultana, Daljeet, Kumkum",Action Costume
1960,Shriman Satyawadi,S. M. Abbas,"Raj Kapoor, Shakila, Mehmood, Nasir Hussain",Social Drama
1960,Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Helen",Thriller Romance
1960,Superman,"Mohammed Hussain, Anant Thakur","Jairaj, Nirupa Roy, Helen, Neeta",Action
1960,Teer Aur Talwar,Mohamed Hussain,"Kamran, Kamal Mehra, Rajan Kapoor",Action Drama
1960,Trunk Call,Balraj Mehta,"Shyama, Abhi Bhattacharya, Pran, Helen, Shammi",Action Drama
1960,Tu Nahin Aur Sahi,Brij,"Pradeep Kumar, Kumkum, Nishi, Ratan Kumar, Minoo Mumtaz",Social Romance
1960,Usne Kaha Tha,Moni Bhattacharjee,"Sunil Dutt, Nanda, Indrani Mukherjee, Rajendra Nath, Durga Khote",Romance Drama War
1960,Veer Durgadas,Ramchandra Thakur,"Jairaj, Nirupa Roy, B. M. Vyas, Manhar Desai",Historical Social Drama
1960,Veer Purush,Phani Mazumdar,,Children Social
1960,Zalim Tera Jawab Nahin,Ramanlal Desai,"Chitra, Azad, Agha, Saroj Khan",Action
1960,Zameen Ke Tare,Chandulal J. Shah,"Daisy Irani, Honey Irani, Motilal, Achala Sachdev, Anwar, Kumud Tripathi, Agha, Charlie, Bhagwan",Social Children Drama
1960,Zimbo Comes To Town (Zimbo Shaher Mein),Nanubhai Bhatt,"Azad, Chitra, Shammi, Bhagwan, Nilofar",Action
1961,Aas Ka Panchhi,J. Om Prakash,"Rajendra Kumar, Vyjayantimala",Family Drama
1961,Amar Rahe Yeh Pyar,Prabhu Dayal,"Nalini Jaywant, Rajendra Kumar, Nanda, Prabhu Dayal",Drama Family
1961,Amrit Manthan,S. N. Tripathi,"Usha Kiran, Manhar Desai, Ruby Myers Chatterjee, Ulhas, Ratnamala, Sunder, Yashodhra Katju, Dalpat, Jeevankala, Amirbai Karnataki",Mythology
1961,Aplam Chaplam,Roop K. Shorey,"I. S. Johar, Kumkum, Tiwari",Comedy
1961,Apsara,B.M. Vyas,"Pradeep Kumar, Padmini, Nirupa Roy",Drama
1961,Arab Ka Sitara,R.K. Rehman,"Shyam Kumar, Sheela Kashmiri, Kamran",Action
1961,Bada Aadmi,Kaushal Raj,"Sheikh Mukhtar, Subiraj, Vijaya Choudhry",Action
1961,Batwara,Karunesh Thakur,"Balraj Sahni, Pradeep Kumar, Jabeen, Shashikala",Family Drama
1961,Bhabhi Ki Chudiyan,Sadashiv Rao Kavi,"Meena Kumari, Balraj Sahni",Family Drama
1961,Boy Friend,Naresh Saigal,"Shammi Kapoor, Dharmendra, Madhubala",Romance
1961,Char Diwari,Krishan Chopra,"Shashi Kapoor, Nanda, Manmohan Krishna",Romance Family
1961,Chhatrapati Shivaji Maharaj,Ram Narayan Gabale,,
1961,Chhaya,Hrishikesh Mukherjee,"Sunil Dutt, Asha Parekh",
1961,Chhote Nawab,S.A. Akbar,"Mehmood, Ameeta, Minoo Mumtaz, Johnny Walker, R.D. Burman",Comedy Romance
1961,Dark Street,Naresh Saigal,"Ashok Kumar, K.N. Singh, Amirbai Karnataki, Nishi",Action
1961,Dharmputra,Yash Chopra,"Shashi Kapoor, Mala Sinha, Rehman, Nirupa Roy, Indrani Mukherjee",Social Family Drama
1961,Do Bhai,Vishram Bedekar,"Shakila, Helen, Abhi Bhattacharya, Om Prakash, Daisy Irani",Family
1961,Flat No. 9,Ramesh Sharma,"Ashok Kumar, Sayeeda Khan, Helen",
1961,Gharana,S.S. Vasan,"Rajendra Kumar, Asha Parekh, Lalita Pawar",Family Drama
1961,Gunga Jumna,Nitin Bose,"Dilip Kumar, Vyjayantimala, Nazir Khan",Drama Action
1961,Hamari Yaad Aayegi,Kidar Sharma,"Tanuja, Ashok Sharma",Romance Drama
1961,Hum Dono,Amarjeet,"Dev Anand, Nanda, Sadhna",Drama Family Romance War
1961,Hum Matwaale Naujawaan,L.R. Asthana,"Shekhar, Sayeeda Khan, Jeevan, Agha",Drama Family
1961,Jab Pyar Kisise Hota Hai,Nasir Hussain,"Dev Anand, Asha Parekh, Pran",Romance
1961,Jadoo Nagri,Radhakant,"Ranjan, Vijaya Choudhary, Jeevan",Fantasy
1961,Jai Bhawani,Dhirubhai Desai,"Jayshree Gadkar, Manhar Desai, Lata Sinha, Veena",Mythology
1961,Jai Chittor,Jaswant Jhaveri,"Nirupa Roy, P. Jairaj, Bipin Gupta",Drama Historical
1961,Jhumroo,Shanker Mukherjee,"Kishore Kumar, Madhubala, Anoop Kumar, Chanchal",Romance Drama
1961,Junglee,Subodh Mukherjee,"Shammi Kapoor, Saira Banu, Anoop Kumar, Lalita Pawar, Azra",Romance
1961,Kabuliwala,Hemen Gupta,"Balraj Sahni, Usha Kiran, Sonu,   Farida",Drama
1961,Karorepati,Mohan Sehgal,"Kishore Kumar, Kumkum, Anoop Kumar, Shashikala","Comedy, Crime"
1961,Kanch Ki Gudiya,H. S. Rawail,"Manoj Kumar, Sayeeda Khan, Tarun Bose, Shubha Khote",Drama Family
1961,Khiladi,B.J. Patel,"Ranjan, Jabeen, Shammi, Sunder, Tiwari",Action
1961,Madan Manjri,J. Trivedi,"Manhar Desai, Ajit, Nalini Chonker",Fantasy
1961,Mahavat[2],M. A. Thirumugam,"Udaykumar, B. Sarojadevi",Drama
1961,Main Aur Mera Bhai,Dharam Kumar,"Ajit, Ameeta, Lalita Pawar, Helen",Family Drama
1961,Matlabi Duniya,Radhakant M Thakur,"Anant Kumar, Dhumal, Asha",Social
1961,Maya,D.D. Kashyap,"Dev Anand, Mala Sinha",Drama Crime Romance
1961,Memdidi,Hrishikesh Mukherjee,"Tanuja, Keysi Mehra, Lalita Pawar, Jayant, David",Drama
1961,Mera Suhaag,Hunsur Krishnamurthy,"Nazima, Kanta Rao",Family Drama
1961,Modern Girl,R. Bhattacharya,"Pradeep Kumar, Sayeeda Khan, Madan Puri, Iftekhar, Helen",Family Drama
1961,Mr. India,G.P. Sippy,"Geeta Bali, I. S. Johar, Helen, Feroz Khan","Comedy, Crime"
1961,Murad,Nari Ghadiali,"Chitra, Asgar, Manju",
1961,Nazrana,Sridhar,"Raj Kapoor, Vyjayantimala Gemini Ganesan, Usha Kiran",Family Drama
1961,Oomar Qaid,Aspi Irani,"Sheikh Mukhtiar, Sudhir, Nazima, Mukri, Helen, Ruby Myers.",
1961,Opera House,P.L. Santoshi,"Ajit, B. Saroja Devi, Lalita Pawar",Crime Thriller Romance
1961,Passport,Pramod Chakravorty,"Pradeep Kumar, Madhubala, K.N. Singh",Thriller
1961,Pyaase Panchhi,Harsukh Jagneshwar Bhatt,"Mehmood, Ameeta, Jeevan, David","Romance, Comedy"
1961,Pyar Ka Sagar,Devendra Goel,"Rajendra Kumar, Meena Kumari, Madan Puri","Romance, Drama"
1961,Pyaar Ki Dastan,P.L. Santoshi,"Ameeta, Sudesh Kumar, Shubha Khote, Mohan Choti, Helen",Romance
1961,Pyaar Ki Pyaas,Mahesh Kaul,"Honey Irani, Shrikant, Nishi, Manmohan Krishna",Drama Family
1961,Ram Lila,Chandrakant,"Abhi Bhattacharya, Jayshree T, Shahu Modak, Leela Chitnis, Tiwari, Anil Kumar, Tun Tun",mythology
1961,Razia Sultana,Devendra Goel,"Nirupa Roy, Kamran, P. Jairaj, Agha, Madhumati",Historical Romance
1961,Reshmi Rumal,Harsukh Jagneshwar Bhatt,"Manoj Kumar, Shakeela, Kamal Kapoor, K.N. Singh, Helen",Romance
1961,Roop Ki Rani Choron Ka Raja,Harnam Singh Rawail,"Dev Anand, Waheeda Rehman, Jeevan, Sunder",Romance
1961,Saaya,Shreeram,"Nasir Khan, Nigar Sultana, Helen, Chitra, Madan Puri",Family Drama
1961,Salaam Memsaab,Kalpataru,"Kumkum, Subbi Raj, K.N. Singh","Thriller, Action, Romance"
1961,Sampoorna Ramayana,Babubhai Mistry,"Mahipal, Anita Guha, Achala Sachdev, Lalita Pawar, Badri Prasad",mythology
1961,Sanjog,Pramod Chakravorty,"Pradeep Kumar, Anita Guha, Shubha Khote, Om Prakash",Drama Social Family
1961,Sapera,B.J. Patel,"Ranjan, Jeevan Kala, Tiwari",
1961,Sapne Suhane,Kedar Kapoor,"Balraj Sahni, Geeta Bali, Chandrashekhar, Kamini Kadam",Romance Drama
1961,Sara Jahan Hamara,Prakash Chabra,"Premnath, Shyama, Jankidas, Azra",Crime Action Drama
1961,Sasural,T. Prakash Rao,"Rajendra Kumar, B. Saroja Devi, Mehmood, Shobha Khote, Dhumal",Family Drama
1961,Sati Renuka,Prakash Rao,"Jamuna, G. Varalaxmi",mythology
1961,Saugandh,G.K. Ramu,"Anjali Devi, Gemini Ganesan, Kamla Laxman, M.N. Nambiar.",Drama
1961,Savitri,Phani Majumdar,,Children
1961,Senapati,Kedar Kapoor,"Prithviraj Kapoor, Nalini Jaywant",Costume Drama
1961,Shahi Farman,K. Anand,"Krishna Kumari, Kamran",Action
1961,Shama,Lekhraj Bhakri,"Nimmi, Suraiya, Vijay Dutt",Social Drama
1961,Shola Aur Shabnam,Ramesh Saigal,"Dharmendra, Tarla",Romance Drama
1961,Shola Jo Bhadke,Bhagwan,"KumKum, Purnima, Suresh, Anwar, Bhagwan, Helen",Musical
1961,Stree,V. Shantaram,"V. Shantaram, Sandhya, Rajshree",Drama
1961,Suhag Sindoor,Krishanan Panju,"Balraj Sahni, Mala Sinha, Manoj Kumar",Family Social Drama
1961,Tanhai,Ram Narayan Gabale,"Karan Dewan, Usha Kiran, Purnima, Jagirdar",
1961,Teen Kanya: Tales of Three girls (Bengali),Satyajit Ray,"Chandana Banerjee, Anil Chatterjee, Kali Banerjee, Kumar Roy, Soumitra Chatterjee, Aparna Sen, Gita Dey",Anthology
1961,Teen Ustad,Nanabhai Bhatt,"Suresh, Ameeta, Shammi, Honey Irani",Action Crime Drama
1961,Tel Malish Boot Polish,Romey Dey,"Sheikh Mukhtar, KumKum, Chandrashekhar, Madan Puri",Action Drama
1961,Wanted,Nisar Ahmad Ansari,"Vijay Kumar, Sayeeda Khan",Action
1961,Warrant,Kedar Kapoor,"Ashok Kumar, Raaj Kumar, Shakeela, Dhumal",Action
1961,Wazir-e-Azam,R. S. Rahi,"Chand Usmani, Nadira, Indira Billi, Bhagwan, Helen","Adventure, Costume Drama"
1961,Zabak,Homi Wadia,"Mahipal, Shyama, Chitra",Costume Drama
1961,Zalim Jadugar,Sultan,"Hercules, Neeta, Rajrani","Fantasy, Action"
1961,Zamana Badal Gaya,Jayant Desai,"Charlie, Chand Usmani, Naina, Iftekhar, Bhagwan, Helen",Social
1961,Zindagi Aur Khwab,S. Banerjee,"Meena Kumari, Rajendra Kumar, Jayant, Agha, Naaz, Pratima Devi, Jeevankala",romance melodrama
1962,Aalha Udal,Jaswant Jhaveri,"P. Jairaj, Nirupa Roy, Sabita Chatterjee, Dilip Raj, Jeevan, Sapru, Ishwarlal","Historical fiction, Fantasy"
1962,Aankh Micholi,Ravindra Dave,"Shekhar, Mala Sinha, Jeevan, S. Nasir, Leela Mishra, Jagdish Raj, Naazi",Crime Thriller
1962,Aarti,Phani Mazumdar,"Ashok Kumar, Meena Kumari, Pradeep Kumar, Shashikala, Rajendranath, Peace Kanwal, Ramesh Deo, Chandrima Bhaduri, Keshto Mukherjee",Family Drama
1962,Aashiq,Hrishikesh Mukherjee,"Raj Kapoor, Nanda, Padmini, Keshto Mukherjee,Leela Chitnis",Musical melodrama
1962,Anpadh,,"Dharmendra, Mala Sinha, Balraj Sahni, Bindu, Shashikala, Aruna Irani, Dhumal, Nazir Hussain",Social Family Drama
1962,Apna Banake Dekho,Jagdish Nirula,"Manoj Kumar, Asha Parekh, Sajjan, Sunder, Nazir Hussain, Mohan Choti",Romance
1962,Asli-Naqli,Hrishikesh Mukherjee,"Dev Anand, Sadhana, Anwar Hussain, Leela Chitnis, Sandhya Roy,Keshto Mukherjee",romance Drama
1962,Baaje Ghungroo,Shivraj Shrivastav,"Manhar Desai, Nalini Chonkar, Sheela Kashmiri, Leela Mishra, Nazir Kashmiri, Jagdish Kanwal",Fantasy Drama
1962,Baat Ek Raat Ki,Shankar Mukherjee,"Dev Anand, Waheeda Rehman, Chandrashekhar, Johnny Walker, Sabita Chatterjee, Asit Sen, Ulhas, Jagdish Sethi",Romance Thriller
1962,Baghdad Ki Raaten,Nanabhai Bhatt,"Mahipal, Shakila, Bhagwan, Ishwarlal, Leela Mishra, Ratanmala",Action Fantasy
1962,Banarasi Thug,Lekhraj Bhakri,"Manoj Kumar, Vijaya Chaudhary, I. S. Johar, Lalita Choudhary, Radhakishan, Malika, Madhumati","romance comedy, Drama"
1962,Banke Sanwaria,Danpat Rai,"P. Jairaj, Chand Usmani, Achala Sachdev, Rajan Kapoor, Jeevankala, Mirajkar",Action
1962,Bapu Ne Kaha Tha,Vijay Bhatt,"Jankidas, Neena, Manju, Sandeep, Kesari, Jugal Kishore, Majnu, Nana Palsikar",Children
1962,Bees Saal Baad,Biren Nag,"Waheeda Rehman, Biswajeet, Manmohan Krishna, Madan Puri, Sajjan, Lata Sinha",romance Thriller
1962,Bombay Ka Chor,S. D. Narang,"Kishore Kumar, Mala Sinha, Jagdish Raj, Amar, Iftekhar, Honey Irani, Helen, Pratima Devi","Romance, Crime"
1962,Bezubaan,Ram Kamlani,"Ashok Kumar, Nirupa Roy, David, Shammi, Helen, Anoop Kumar, Babloo",Family Drama
1962,Bijli Chamke Jamna Paar,Jaswant Jhaveri,"P. Jairaj, Nirupa Roy, Tabassum, Dhumal, Raj Kishore",Drama
1962,Burmah Road,Tara Harish,"Ashok Kumar, Sheikh Mukhtar, Kumkum, Vijaya Choudhary, Moti Sagar, Mohan Choti, Uma Dutt, Murad, Jeevankala, Ajit",
1962,China Town,Shakti Samanta,"Shammi Kapoor, Shakila, Helen, Madan Puri, Jeevankala, Mridula, S. N. Banerjee, Kanu Roy",romance thriller
1962,Deccan Queen,Akkoo,"Samar Roy, Krishna Kumari, Sheela Kashmiri, Indira Bansal, Maqbul, Habib",Action
1962,Dil Tera Diwana,B. R. Panthulu,"Shammi Kapoor, Mala Sinha, Mehmood, Shobha Khote, Pran, Om Prakash, Manmohan Krishna, Mohan Choti, Ulhas, Mumtaz Begum",romance Drama
1962,Dr. Vidya,Rajendra Bhatia,"Vyjayantimala, Manoj Kumar, Madan Puri, Prem Chopra, Mumtaz, Sunder, Helen, Nazir Hussain",Social family Drama
1962,Durga Pooja,B. K. Adarsh,"Anant Kumar, Jaymala, B M Vyas, Naazi, Hiralal",religious
1962,Dilli Ka Dada,R. S. Tara,"Sheikh Mukhtar, Shekhar, Sahira, Mukri, Nishi, Kumar",Action
1962,Ek Musafir Ek Hasina,Raj Khosla,"Sadhana, Joy Mukherjee, Malika, Rajendranath, Kamal Kapoor, Dhumal, Jagdish Raj",romance Drama
1962,Gangu,Pramod Chakravorty,"Sheikh Mukhtar, Naaz, Chandrashekhar, Ruby Myers, Madan Puri, Mohan Choti",Action
1962,Girls' Hostel,Ravindra Dave,"Ajit Khan, Nalini Jaywant, Johnny Walker, Shashi Raj, Geetanjali, Chand Burque",romance Drama
1962,Gyarah Hazaar Ladkiyan,K. A. Abbas,"Bharat Bhushan, Mala Sinha, David, Mukri, Murad, Nadira, Helen,   Farida",Social romance drama
1962,Half Ticket,B. Kalidas,"Kishore Kumar, Madhubala, Pran, Shammi, Tun Tun, Manorama, Helen",romance comedy
1962,Hame Bhi Jeene Do,M. G. Ramachandran,"M. G. Ramachandran, B. Saroja Devi, P. Bhanumati",
1962,Hamen Khelne Do,R. K. Sharma,"Chaman Puri, Neena Chopra, Dubey, Master Raja",Children
1962,Hariyali Aur Rasta,Vijay Bhatt,"Manoj Kumar, Mala Sinha, Om Prakash, Shashikala, Manmohan Krishna, Jagdeep, Surendra, Helen",romance Family Drama
1962,Hawa Mahal,B J Patel,"Rajan, Helen, Bela Bose, Ruby Myers, Jeevan, Tiwari, Murad",Fantasy
1962,Hong Kong,Pachhi,"Ashok Kumar, B. Saroja Devi, K. N. Singh, Om Prakash, Helen, Babu Rao, King Kong (wrestler)",Action Thriller
1962,Isi Ka Naam Duniya Hai,Shakti Samanta,"Ashok Kumar, Mehmood Shayama, Om Prakash, Sahira, K. N. Singh, Helen, Nazir Hussain",Social Family drama
1962,Jadoo Mahal,Aakkoo,"Helen, Azad, Hiralal, Ram Kumar, Krishna Kumari",Fantasy
1962,Jai Ho Mohabbat Ki,Vithaldas Panchotia,"Paresh Banerjee, Meera, Mirza Musharraf, Najma, Heera Sawant, Helen, V Panchotia, Sulbha Kataria",Comedy Drama
1962,Jadugar Daku,Chandrakant,"P. Jairaj, Jabeen, Madhumalti, Helen, Maruti, Bela Bose, Tun Tun",Fantasy
1962,Jhoola,K. Shankar,"Sunil Dutt, Vyjayantimala, Pran, Rajendranath, Ruby Myers, Tun Tun, Manmohan Krishna, Raj Mehra",Family Drama
1962,Kailashpati,Dhirubhai Desai,"Mahesh Desai, Sumitra Devi, Padmarani, Niranajan Sharma, Jeevan",mythology
1962,Kala Chashma,K. Vinod,"Manju, Amarnath, Madan Puri, Maruti, Sheela Kashmiri, Jeevankala, Sheikh",Action Crime
1962,Kala Samundar,R. P. Ashk,"P. Jairaj, Chitra, Maruti, Hiralal, Tun Tun, Radhika",Action
1962,King Kong,Babubhai Mistri,"Dara Singh, Kumkum, Randhawa, King Kong (wrestler), Uma Dutt, Leela Mishra, Chandrashekhar, Kamal Mehra",Action
1962,Maa Beta,Lekhraj Bhakri,"Manoj Kumar, Ameeta, Sheila Ramani, I. S. Johar, Nirupa Roy, Lalita Pawar, Tarun Bose, Manmohan Krishna, Manorama, Leela Mishra",Family Drama
1962,Madam Zapatta,Ram Rasila,"Azad, Mehroo, Bhagwan, Heera, Sawant, Ram Rasila, Gulab",Action
1962,Madam Zorro,Aakkoo,"Azad, Nadira, Helen, Bhagwan, Sheikh, Tiwari",Action
1962,Main Chup Rahungi,A. Bhim Singh,"Sunil Dutt, Meena Kumari, Babloo, Jagirdar, Nana Palsikar, Mohan Choti, Helen, Raj Mehra",Social Family Drama
1962,Main Shadi Karne Chala,Roop K. Shorey,"I. S. Johar, Sayeeda Khan, Tabassum, Praveen Choudhary, Mumtaz, Malika, Durga Khote, Feroze Khan, Rajendranath",Comedy
1962,Mall Road,Viren Dablish,"Chandrashekhar, Sangeeta, Kesari, Bela Bose, Radheshyam",Action Romance
1962,Man-Mauji,"R. Krishnan, S. Panju","Kishore Kumar, Sadhana, Pran, Achala Sachdev, Naaz, Om Prakash, Mukri, Leela Chitnis",Family Drama
1962,Maya Jaal,Babubhai Mistry,"Ranjan, Chitra, Manhar Desai, Krishna Kumari, Radhika",Fantasy
1962,Mehndi Lagi Mere Hath,Suraj Prakash,"Shashi Kapoor, Nanda, Ashok Kumar, Achla Sachdev, Mridula","Romance, Family Drama"
1962,Meri Bahen,A S A Swami,"M G Ramachandran, Padmini, Raja Ruby Myers, Kumud Tripathi",Family Drama
1962,Naag Devta,Shantilal Soni,"Mahipal, Anjali Devi, Shashikala, B. M. Vyas, Leela Chitnis, Niranajan Sharma",Fantasy
1962,Nakli Nawab,Tara Harish,"Ashok Kumar, Manoj Kumar, Shakila, K. N. Singh, Kamal Kapoor, Indira Billi, Shammi",Family Drama
1962,Naughty Boy,Shakti Samanta,"Kishore Kumar, Kalpana, Ruby Myers, Om Prakash, Madan Puri, Sunder",romance comedy
1962,Neeli Aankhen,Ved Mohan,"Ajit, Shakeela, Helen, Johnny Walker, Tiwari, Tun Tun, Raj Mehra, Shetty","Romance, Thriller"
1962,Pathan,Attaulla Khan,"Premnath, Mumtaz, Achala Sachdev, Iftekhar, Bhagwan",Action
1962,Prempatra,Bimal Roy,"Shashi Kapoor, Sadhana, Chand Usmani, Rajendra Nath, Seema Deo, Parveen Choudhary, Satyen Kappu",Social Romance Drama
1962,Private Secretary,Chander,"Ashok Kumar, Jayshree Gadkar, Raja Gowswami, Umakant, Mohan Choti, Purnima, N. A. Ansari",Action Drama
